"NZ_JHDG01000001.1 Escherichia coli 1-176-05_S3_C1 e117605S3C1.contig.0_1, whole genome shotgun sequence","NZ_JSMW01000001.1 Escherichia coli strain upec-154 upec-154_ctg_43, whole genome shotgun sequence","NZ_JHGS01000001.1 Escherichia coli O111:NM str. 2009C-4052 contig1, whole genome shotgun sequence","NZ_JHRU01000001.1 Escherichia coli strain 100854 100854_1, whole genome shotgun sequence","NZ_JMGU01000001.1 Escherichia coli 2-011-08_S3_C2 e201108S3C2.contig.0_1, whole genome shotgun sequence","NZ_MOJK01000001.1 Escherichia coli strain 469 Cleandata-BN4_469_1_(paired)_contig_1, whole genome shotgun sequence","NZ_JSLN01000058.1 Escherichia coli strain upec-2 upec-2_ctg_1006, whole genome shotgun sequence","NZ_BBUW01000001.1 Escherichia coli O119:H6 strain EC404/03, whole genome shotgun sequence","NZ_KB732227.1 Escherichia coli KTE5 acEom-supercont1.1, whole genome shotgun sequence","NZ_JHHE01000001.1 Escherichia coli O103:H2 str. 2009C-3279 contig1, whole genome shotgun sequence","NZ_JHMG01000001.1 Escherichia coli O121:H19 str. 2010EL1058 contig1, whole genome shotgun sequence","NZ_MOGK01000001.1 Escherichia coli strain 676 BN4_676_1_(paired)_contig_1, whole genome shotgun sequence","NZ_CP011331.1 Escherichia coli O104:H4 str. C227-11, complete genome","NZ_MKJG01000001.1 Escherichia coli strain SF-596 Contig_10_consensus_sequence, whole genome shotgun sequence","NC_017651.1 Escherichia coli str. 'clone D i2', complete genome","NZ_MOZC01000010.1 Escherichia coli strain 3.3-R2 NODE_10_length_194691_cov_23.1887, whole genome shotgun sequence","NZ_MOFN01000001.1 Escherichia coli strain 461 BN4_461_1_(paired)_contig_1, whole genome shotgun sequence","NZ_JHJO01000001.1 Escherichia coli O157:H7 str. F6751 contig1, whole genome shotgun sequence","NC_027387.1 Escherichia phage CICC 80001, complete genome","NZ_MIWP01000001.1 Escherichia coli strain K6412 contig_0001, whole genome shotgun sequence","NZ_JHRJ01000001.1 Escherichia coli strain 303289 303289_1, whole genome shotgun sequence","NZ_MIWF01000001.1 Escherichia coli strain AF7759-1 contig_0001, whole genome shotgun sequence","NZ_AVRP01000001.1 Escherichia coli T924_01 gecT92401.contig.0, whole genome shotgun sequence","NZ_JHRE01000001.1 Escherichia coli strain 302014 302014_1, whole genome shotgun sequence","NZ_KB732756.1 Escherichia coli KTE66 acEnR-supercont1.1, whole genome shotgun sequence","NZ_GG774190.1 Escherichia coli MS 196-1 Scfld2538, whole genome shotgun sequence","NZ_AEKA01000453.1 Escherichia sp. TW10509 contig_453, whole genome shotgun sequence","NZ_JNLZ01000001.1 Escherichia coli 3-105-05_S1_C1 e310505S1C1.contig.0_1, whole genome shotgun sequence","NZ_GG749254.1 Escherichia coli FVEC1412 supercont1.49, whole genome shotgun sequence","NZ_JHGJ01000001.1 Escherichia coli O45:H2 str. 2009C-4780 contig1, whole genome shotgun sequence","NZ_KE701326.1 Escherichia coli KOEGE 58 (171a) acYAA-supercont1.1, whole genome shotgun sequence","NZ_KE699066.1 Escherichia coli HVH 26 (4-5703913) acXtt-supercont1.1, whole genome shotgun sequence","NZ_JH704579.1 Escherichia coli PA33 PA33.contig.0, whole genome shotgun sequence","NZ_MBNU01000001.1 Escherichia coli strain 1409150006 contig1, whole genome shotgun sequence","NZ_JHNB01000001.1 Escherichia coli O103:H25 str. 2010C-4529 contig1, whole genome shotgun sequence","NZ_MKJO01000001.1 Escherichia coli strain USVAST184 Contig_10_consensus_sequence, whole genome shotgun sequence","NZ_APWY01000001.1 Escherichia coli 178200 gec178200.contig.0, whole genome shotgun sequence","NZ_CCQJ01000001.1 Escherichia coli strain E. coli, whole genome shotgun sequence","NZ_LVOV01000001.1 Escherichia coli strain swine72 swine72_contig_1, whole genome shotgun sequence","NZ_KE701477.1 Escherichia coli UMEA 3053-1 acYxz-supercont1.1, whole genome shotgun sequence","NZ_JSRD01000001.1 Escherichia coli strain blood-09-0856 blood-09-0856_ctg_605, whole genome shotgun sequence","NZ_LQWB01000001.1 Escherichia coli strain GN03624 GCID_ECOLID_00149_NODE_1.ctg_1, whole genome shotgun sequence","NZ_KE700241.1 Escherichia coli HVH 147 (4-5893887) acYxy-supercont1.1, whole genome shotgun sequence","NZ_JSGR01000003.1 Escherichia coli strain upec-73 upec-73_ctg_2796, whole genome shotgun sequence","NZ_KB733029.1 Escherichia coli KTE46 acASD-supercont1.1, whole genome shotgun sequence","NZ_JMGW01000001.1 Escherichia coli 1-176-05_S4_C2 e117605S4C2.contig.0_1, whole genome shotgun sequence","NZ_LEAD01000071.1 Escherichia coli strain 1935, whole genome shotgun sequence","NZ_AIGC01000068.1 Escherichia coli DEC7C gecDEC7C.contig.67_1, whole genome shotgun sequence","NZ_MOZX01000101.1 Escherichia coli strain 6.2-R1 NODE_100_length_1258_cov_32.0593, whole genome shotgun sequence","NZ_JH659569.1 Escherichia coli M919 supercont2.1, whole genome shotgun sequence"
0.9999999471821057,0.28897811310691957,0.38817722712894365,0.4757808766883508,0.4880299908750865,0.46201423317620816,0.2898486180778608,0.235105836841783,0.2707382033252863,0.4016795125934354,0.39005222558204056,0.4612223450755799,0.43635095213371566,0.27253766138045876,0.26486875481824657,0.25348383186951673,0.2649954245973648,0.3384418724488407,0.0,0.40565849657034736,0.2621719711636269,0.44486414040347677,0.35579608659711115,0.3999977822718572,0.29873573726319025,0.47444767241869845,0.22301848630672783,0.5147593476586576,0.30062384007374965,0.39173534800444454,0.2547972118149203,0.24817676594465055,0.34434072403483373,0.2510115332983013,0.3762451961365837,0.263545553902819,0.398034399223939,0.3956541904843327,0.40352821928227545,0.2602472849701728,0.25190256268046574,0.38715047896524724,0.42128870956978015,0.2627491839252317,0.2669119059298235,0.5058321332714905,0.3374819330465959,0.38854576688484144,0.2881198223424366,0.4711915855378318
0.28897811310691957,0.9999998558196002,0.2909943810847362,0.2994193766848995,0.28543915691008603,0.2978520856361603,0.3154450574208947,0.22293091046246272,0.26721513861469093,0.2923078137999847,0.29766192966737903,0.29774556448485945,0.29087908407332896,0.25892564349122926,0.2666861206737712,0.2587651998768996,0.3095098199902525,0.287020466729495,0.0,0.3037620169427505,0.2614389955612667,0.29797118302473613,0.29944107807651765,0.2907185416329692,0.41512581312633956,0.3002017976248007,0.2525588367233852,0.29618686208116396,0.3782223989097524,0.29236576119984614,0.255362131976278,0.2585512966136698,0.2892014516599165,0.2549185523067041,0.2900272102531586,0.26287174566551263,0.30993619970199804,0.29728770486886846,0.31032336885767864,0.2563338195937147,0.25283955677914915,0.2902405241343867,0.3213968743819182,0.26145457767152414,0.2723898413426654,0.30389602146567907,0.28174248936938817,0.2819537078373747,0.32700171571637293,0.301427011588676
0.38817722712894365,0.2909943810847362,0.9999998485147576,0.40553795295415473,0.37304826046403894,0.4086453161457221,0.2819662961048318,0.22720112039951978,0.25481469466020557,0.5326840233988901,0.5069138592853972,0.4086795638627633,0.4719709211895996,0.257707988915611,0.25228863092704057,0.2478998089107718,0.2747569001771131,0.3824747990688999,0.0,0.5045019193871383,0.26546106930145774,0.40455100738327743,0.36978231043325827,0.5096652681776028,0.2878170002935184,0.40577536888558985,0.22126016068798582,0.39716622795756884,0.2981511214088277,0.52339600655624,0.24474807359398076,0.2469898993647024,0.38289258533998616,0.24082517548970117,0.4921100394770249,0.2589319229111542,0.4819525819015692,0.5081152588400042,0.5075240842110538,0.23756983073475124,0.2366610133465742,0.4771830458766476,0.5098540312502364,0.2595952297993569,0.24974179847959443,0.40068205725811434,0.3676927488734396,0.3973165461672866,0.2943715222621487,0.40708824648695185
0.4757808766883508,0.2994193766848995,0.40553795295415473,1.0,0.5411284088217856,0.46748047230806933,0.29180690558697653,0.22683315325656517,0.26421183252649505,0.4137548959075745,0.411264363458522,0.4672612423310636,0.40019767153593655,0.26118282744258625,0.2555011679016145,0.2541102142979712,0.26955706688292214,0.3523216646206665,0.0,0.41843346664215486,0.25219644265415897,0.47361290228761566,0.3528951903738383,0.4118525313827618,0.29992603163814713,0.5691038813053363,0.21692195407115034,0.4840259768638657,0.3064680730997654,0.4087121771185832,0.2528193089497591,0.24990548198873197,0.3570492507411126,0.24436888062086481,0.40126363808792254,0.26032844445441294,0.4207743615906131,0.41027722544164535,0.42141243038639786,0.24420528931612473,0.24521228927158623,0.39593916528954265,0.4310202715229394,0.2615330894682013,0.2575316778770629,0.5760750043800423,0.34030048003929925,0.3721518260103309,0.29237205789119725,0.5706301813455024
0.4880299908750865,0.28543915691008603,0.37304826046403894,0.5411284088217856,0.9999999392575697,0.42978644971230295,0.2764902285300225,0.22362491235902038,0.2703797362677679,0.37992326447451474,0.37484267680630357,0.4293543810612944,0.4242766527777674,0.25853536358389007,0.2711482060460192,0.2539427528932958,0.25926002800980186,0.3224553326445353,0.0,0.38742405225903986,0.2415672811992946,0.4326172373349185,0.34582113070468756,0.3699384885332503,0.29563911340477833,0.5285657118275889,0.21347267030603412,0.5196064343973287,0.29043686318426043,0.36838302222327357,0.24324691055889947,0.23974121188587083,0.3283892738805162,0.25854326917745074,0.3596855942270649,0.25960585921308776,0.3828896324250416,0.3766394507532944,0.38389227733700926,0.26180377593284265,0.26083264436148457,0.38071435962418054,0.41472191466177777,0.24522653399014804,0.27388922340437627,0.5613879057056965,0.3277320196672653,0.3958467594767514,0.2714683100171924,0.5351201855699161
0.46201423317620816,0.2978520856361603,0.4086453161457221,0.46748047230806933,0.42978644971230295,1.0,0.29103220925158435,0.22572812657294516,0.2556811295609067,0.41004267392210936,0.4122106441669764,0.9543779147322967,0.413677575502584,0.26803220851778886,0.25417818890808175,0.25708328160498717,0.29495440535493966,0.3388895656578921,0.0,0.42642766203223736,0.2513642862410894,0.4991600138997141,0.3410382599931985,0.40843517971094234,0.28997346607075114,0.47614782551048296,0.22798245818295593,0.46061691505414515,0.2970448784824551,0.40934419113676646,0.25253311249521404,0.25174649412311956,0.34139501045398546,0.24236822712216888,0.39886873631753395,0.2640879999832564,0.4336869401317842,0.4109024892879457,0.4475558871105577,0.254212154300813,0.2439569533104895,0.4184735222873246,0.4313792250179578,0.26504255198264215,0.25726078332736146,0.4660557318089056,0.3274266439321081,0.37658887854183953,0.307699216091586,0.47968637297613304
0.2898486180778608,0.3154450574208947,0.2819662961048318,0.29180690558697653,0.2764902285300225,0.29103220925158435,0.9999998367902532,0.25372871681335907,0.30770957976222124,0.29768722163553074,0.29391318897411933,0.2909074893285024,0.28919654890026647,0.310655654195091,0.29712232611332534,0.29532870536702915,0.385128508510982,0.2810369842435849,0.0,0.30036353634168733,0.2967896304017278,0.2935158341391554,0.2834087010668812,0.2930149208830499,0.3248635225210055,0.3068699622619949,0.2410050919973752,0.2924685724997733,0.33907631526729476,0.29011361021254634,0.2995344866307753,0.3014220705083076,0.28225617538006376,0.28394330221747965,0.2845682512813217,0.3125585866975501,0.3051704687489861,0.29766578881042605,0.29730210861085293,0.2890623597967259,0.28678876150489885,0.2925870072153952,0.30903975161006714,0.3120956414351099,0.3028795518241494,0.2904017337097822,0.2708366899160384,0.2739084856286924,0.6130809837198987,0.307002642780976
0.235105836841783,0.22293091046246272,0.22720112039951978,0.22683315325656517,0.22362491235902038,0.22572812657294516,0.25372871681335907,0.9999998770425419,0.38615248954259684,0.23151009822721091,0.23075585105808405,0.22537991733978513,0.22451491975788251,0.3957297145125197,0.386916083540469,0.3708607789098908,0.25185608846479746,0.22006826548430036,0.0,0.2314105730288527,0.3726894370778936,0.22440184459018986,0.22411376399260707,0.23549971921710688,0.22602387845547034,0.23343734837603236,0.18242068756033025,0.22772105602990167,0.22553496001641193,0.22713636598678788,0.3836528309542031,0.37766131456464336,0.22293134635238543,0.36890925991489465,0.22711351385615275,0.3921015189709981,0.23604283239863788,0.219307740361105,0.2288049639399723,0.3730654155221039,0.36577388430783,0.24810852461796395,0.23573549361356605,0.38900868581337966,0.3941088989365237,0.22377064060232255,0.21565188497095322,0.2950970788850731,0.2567622155546765,0.24141860763406897
0.2707382033252863,0.26721513861469093,0.25481469466020557,0.26421183252649505,0.2703797362677679,0.2556811295609067,0.30770957976222124,0.38615248954259684,0.999999819758897,0.2613387425209236,0.26096085029651517,0.2550189837338993,0.2777215367937953,0.6519182567533042,0.5059129423772891,0.44081135982855457,0.3023011598029818,0.2517237950122515,0.0,0.26744631478980374,0.3962138800257512,0.260303933843851,0.26857136915619595,0.2574246604283499,0.28156945825995683,0.2770335789242785,0.21345122164386843,0.2795901514514594,0.27301827409275903,0.25329504153908,0.48312888047804625,0.46111424176683125,0.25223145336425645,0.4794739474726971,0.2530578498658562,0.6780625259462549,0.26583789289683346,0.26134513164706585,0.26735324804674465,0.485713034115709,0.47837203215502444,0.2802895609819781,0.284938051372826,0.6768072783978119,0.5042365490568765,0.28689436793051737,0.24970864870907905,0.2799634574021872,0.3049833595228002,0.280225531093105
0.4016795125934354,0.2923078137999847,0.5326840233988901,0.4137548959075745,0.37992326447451474,0.41004267392210936,0.29768722163553074,0.23151009822721091,0.2613387425209236,0.9999998114620487,0.5157186359057855,0.4097721647437347,0.49513518700364123,0.26455871928617347,0.26507120279702046,0.2553763643442797,0.2752320737645698,0.38007990243783785,0.0,0.513669012422536,0.2688628508733417,0.4117184931265764,0.3750453435619697,0.6493730426276352,0.2944590957446077,0.41454411957759274,0.2229795736076453,0.4020821871767135,0.302509727216251,0.7294634312440538,0.2573103600087232,0.2537298750665109,0.3840262777175024,0.24917393415197775,0.49668451837218497,0.2657040128886744,0.48696106692834606,0.5196415426272107,0.5157341023640856,0.2524624981282294,0.24854520400381297,0.4918150711274022,0.561137137408755,0.26693666550302486,0.2560680989322194,0.40596789226867247,0.36707483696215404,0.401798136324381,0.29869297094417835,0.4208427881348984
